,Unnamed: 0,title,Date,comment
41,0,,"MSFTWednesday, June 18th 2008",Microsoft (NASDAQ:MSFT) is ditching a plan to scan and make available millions of books and...
42,0,,"MSFTTuesday, May 25th 2010",Sources say Microsoft (NASDAQ:MSFT) is still very interested in buying Yahoo (YHOO) outright. It...
43,0,,"GOOG, GOOGL, ZMWednesday, April 29th 2020",Exxon Mobil maintains dividend at $0.87
44,0,,"MSFTWednesday, September 14th 2011","Microsoft's (NASDAQ:MSFT) Xbox was the top-selling video game console in the U.S. last month,..."
45,0,,"AMZN, MSFTMonday, February 10th 2020",Net Applications' July data show Microsoft's (NASDAQ:MSFT) Internet Explorer to have only 52.8%...
46,0,,"MSFT, GOOGTuesday, May 10th 2011",Chatter suggests Microsoft (MSFT -1.5%) could begin negotiations to purchase Nokia's (NOK +1%)...
47,0,,"ZM, MSFT, WORKTuesday, March 31st 2020",'Almost thrown in the towel' -- Novogratz on fighting the tape
48,0,,"ACIW, MSFTTuesday, November 19th 2019","Deutsche Bank picks 3 top software stocks for 2011, leading with Microsoft (MSFT -0.2%),..."
49,0,,"FB, MSFT, TWTR, PINS, WORKWednesday, March 25th 2020","Nokia (NOK +3.4%), which just named Microsoft&rsquo;s (NASDAQ:MSFT) Stephen Elop as its new CEO,..."
50,0,,"MSFT, HPQ, PALMFriday, April 30th 2010",Google wants Cloud dominance by 2023 - report
51,0,,"MSFT, AABAThursday, February 18th 2010",Microsoft (MSFT +1.3%) seeks to broaden its Bing search business by discussing a deal with AOL...
52,0,,"MSFTWednesday, November 4th 2009",Amazon pauses French warehouses; DOD finds JEDI fair
53,0,,"MSFT, GMETuesday, June 2nd 2009",Carol Bartz downplays the possibility of a Yahoo (YHOO -4.4%) / Microsoft (MSFT +0.2%) search...
54,0,,"MSFTThursday, January 24th 2013",Dow laggards: Citigroup (NYSE:C) -3.49%. General Motors (NYSE:GM) -3.64%. ...
55,0,,"MSFTWednesday, June 17th 2009",Microsoft (NASDAQ:MSFT) +4%. Windows 7 continues to garner positive reviews. Meanwhile MSFT says...
56,0,,"MSFTSunday, January 25th 2009",CNBC.com's Jim Goldman cites a top Microsoft (NASDAQ:MSFT) source saying that while it's true...
57,0,,"MSFT, AABA, GOOGThursday, June 12th 2008",Now it's Yahoo (YHOO) pushing the take-me-whole idea. Microsoft (NASDAQ:MSFT) really just wants...
58,0,,"MSFT, AMZNMonday, October 28th 2019","Citi expects MSFT beats, long-term bumps"
59,0,,"MSFTThursday, July 21st 2011",Windows 10 on 900M+ devices
60,0,,"INTCThursday, January 23rd 2020",Big Tech dominates the S&P 500
61,0,,"NTDOY, SNE, MSFTFriday, January 31st 2020",VMware officially comes to Azure
62,0,,"AAPL, GOOG, MSFTFriday, July 9th 2010",Datadog announces Azure DevOps integration
63,0,,"Tuesday, November 19th 2019",Microsoft (NASDAQ:MSFT): FQ2 EPS of $0.60 beats by $0.01. Revenue of $19B (+14%) vs. $17.8B....
64,0,,"MSFTFriday, October 23rd 2009",Google settles Australian tax dispute
65,0,,"BLKBTuesday, November 26th 2019",China makes move against foreign tech - FT
66,0,,"CRM, MSFT, ADBE, ESTC, DBX, ZUOFriday, January 10th 2020",Dollar General seen boosting dividend
67,0,,"MSFTThursday, July 17th 2008","IBM, BofA team on financial public cloud"
68,0,,"AMZN, MSFTThursday, November 14th 2019",Microsoft (NASDAQ:MSFT): FQ1 EPS of $0.48 beats by $0.01. Revenue of $15.06B vs. $14.78B. Sees...
69,0,,"GOOG, GOOGL, MSFT, AMZN, TI, BT, VODTuesday, November 19th 2019","MSFT, ORCL, VMW most defensible stocks - BMO"
70,0,,"WORKThursday, December 5th 2019",Slack -1.5% on Morgan Stanley trim
71,0,,"MSFTFriday, September 13th 2019",HoloLens 2 goes on sale next month
72,0,,"MSFTMonday, October 8th 2018",Box bull outlines M&A potential
73,0,,"SFTBF, SFTBYThursday, July 25th 2019",Analysts lift Proofpoint targets after beat
74,0,,"ARMCOWednesday, August 7th 2019",LinkedIn announcing algorithm changes - Axios
75,0,,"IBM, RHTThursday, June 27th 2019",WSJ: White House plans tech exec roundtable
76,0,,"WFCWednesday, May 29th 2019",Big Tech under fire on Capitol Hill
77,0,,"Monday, October 21st 2019",AMD gets target boost on upcoming Xbox; AMD +4%
78,0,,"ORCL, AMZNWednesday, May 8th 2019","Stocks, earnings reports mixed after yesterday's rally"
79,0,,"Thursday, February 28th 2019",Bitcoin price surges above $8K
80,0,,"IBM, AMZN, MSFT, ORCLWednesday, October 10th 2018",Tech rally helps stocks to early advance
81,0,,"Friday, March 15th 2019",Apple leads healthcare 'digital disruption' - Morgan Stanley
82,0,,"AMZN, LYFTTuesday, February 26th 2019","Laptop makers, AMD move on Nvidia launch"
83,0,,"MSFT, GOOG, GOOGLTuesday, January 23rd 2018",Amazon Q3: What to watch
84,0,,"Thursday, January 31st 2019",Large-cap tech leads modest advance for averages
85,0,,"XLNX, MLNXWednesday, February 13th 2019",Amazon doubled government bond holdings in 2018
86,0,,"WORK, MSFT, FB, CSCOFriday, April 26th 2019",Tech sees red amid data center woes
87,0,,"Friday, December 14th 2018",Apple hires Tesla senior designer
88,0,,"AMZNMonday, September 18th 2017",What to watch in Amazon's Q2 report
89,0,,"NDAQTuesday, December 4th 2018",AMD +6.7% on Intel chip flaw report
90,0,,"CBLK, NLOK, MSFT, PANWFriday, October 19th 2018",Nvidia rolling out patches for chip security flaw
91,0,,"UPWK, MSFTWednesday, October 3rd 2018",Nasdaq soars to new heights after upbeat earnings
92,0,,"NTNX, VMW, NTAPMonday, September 24th 2018","Nasdaq tumbles 2%, S&P 500 1.5%; REITs, utilities, staples gain"
93,0,,"INTC, AMDFriday, January 5th 2018",Former Google Cloud head had internal clashes
94,0,,"MSFTWednesday, September 6th 2017",CNBC: Adobe nears $5B purchase of marketing automation company
95,0,,"AMZN, ORCL, MSFT, IBMWednesday, September 5th 2018","Amazon announces new AWS customers, says Cyber Monday biggest day yet"
96,0,,"GOOG, FB, MSFT, WFC, BAC, C, OXY, XOM...Monday, December 10th 2018",Rates beginning to matter?
97,0,,"GOOG, GOOGL, NTNXWednesday, June 28th 2017",Tableau soars as analysts raise targets in unison
98,0,,"AMZNFriday, September 7th 2018",EU votes for tougher copyright rules
99,0,,"QQQ, AAPL, AMZN, MSFT, GOOG, FB, GOOGL, INTC...Wednesday, August 8th 2018",Barclays boosts its Cisco Systems price target on valuation
100,0,,"NTNXFriday, April 27th 2018",Senate panel to ask Facebook new questions after latest data report
101,0,,"IBM, FB, MSFT, ACNWednesday, September 19th 2018",Invesco QQQ ETF (QQQ) June Summary
102,0,,"AAPL, MSFTThursday, June 8th 2017",Carbon Black +30% on public debut
103,0,,"TWTRFriday, March 9th 2018",Trump's next top economic adviser?
104,0,,"ORCL, AMZN, MSFT, IBMMonday, May 14th 2018","Major mixed action as Nasdaq tumbles, Dow gains, S&P flat"
105,0,,"MSFTTuesday, November 15th 2016",Baidu consolidates departments to streamline smart hardware
106,0,,"BB, BIDUWednesday, January 3rd 2018",Late tech rally lifts stocks into the green
107,0,,"CSRA-OLD, GOOG, GOOGLThursday, March 22nd 2018",Stocks picking up momentum in bounceback bid
108,0,,"KELYA, KELYBMonday, November 20th 2017",Nasdaq's 1% advance leads averages higher
109,0,,"WMTWednesday, May 9th 2018","CRN: Intel cutting ""Intel Inside"" by up to 60%"
110,0,,"IAC, TTWO, MGM, XPO, SBAC, EQIX, IQV, GDDY...Wednesday, November 22nd 2017",Irish High Court gives Apple permission for data center
111,0,,"ESGL, UNH, CVS, F, T, KR, VZ, BAC...Thursday, January 4th 2018",Carbon Black files for IPO
112,0,,"AAPLFriday, March 23rd 2018",EU-U.S. Privacy Shield to pass review
113,0,,"MKTO, MSFT, SAP, HUBSFriday, May 27th 2016",CNBC: AWS planning ready-to-use corporate training
114,0,,"AAPLTuesday, February 27th 2018",Big tech earnings coming up
115,0,,"MSFT, NVDA, AMD, HPQ, MU, STX, WDCFriday, January 15th 2016",Stocks rebound; tech rally sparks Nasdaq to new record
116,0,,"AMZNThursday, October 19th 2017","MU, NVDA, STX, WDC hit hard by MSFT"
117,0,,"IBM, MSFTTuesday, December 29th 2015",BlackBerry -3.4% as Goldman resumes at Sell
118,0,,"ESGL, UNH, CVS, T, F, VZ, KR, GE...Tuesday, October 3rd 2017","Himax +4.8%; Chardan upgrades, believes company has HoloLens deal"
119,0,,"Monday, June 4th 2018","Reuters: Settlement unlikely, Google facing first EU fine this year"
120,0,,"NVDAThursday, May 11th 2017",Adobe Analytics Cloud gets voice activation
121,0,,"Wednesday, December 6th 2017",GameStop -9% after new Xbox subscription plan unveiled
122,0,,"KWFriday, June 2nd 2017",U.S.-China tech tie-ups on the rise
123,0,,"FB, MSFT, MLEAP, AAPLMonday, March 27th 2017",Motorola Solutions names first head of software
124,0,,"AAPL, GOOG, GOOGL, FB, MSFT, SSNLFWednesday, March 8th 2017",Tablet shipments expected to remain weak in 2H
125,0,,"AMDWednesday, June 21st 2017","Stocks cap dismal month, quarter with rally"
126,0,,"Wednesday, October 26th 2016","Samsung, LG IoT devices will soon communicate"
127,0,,"FITB, GT, JPM, LMT, MAS, MSFT, MCD, USB...Friday, September 15th 2017",Qualcomm announces OEMs for mobile PC platform
128,0,,"MSFT, HACK, FEYE, CYBR, CSCO, PANW, NLOK, QLYS...Monday, May 15th 2017",18-month high for MSCI World Index
129,0,,"VHCWednesday, February 18th 2015",Nintendo Switch sales lift GameStop
130,0,,"CTXSThursday, January 26th 2017",AllThingsD: Ford's Mulally now heads list of Ballmer replacements
131,0,,"SNE, MSFT, ZTCOYTuesday, December 31st 2013","IBM breaks U.S. patent record, again leads list of recipients"
132,0,,"MO, BTI, LO, PM, ECIGQ, VAPE, HPNN, BTZI...Friday, June 24th 2016",Corporate cash continues to rise thanks to tech
133,0,,"Wednesday, July 22nd 2015",Salesforce CEO on acquisitions that got away
134,0,,"TWTRMonday, October 3rd 2016",VirnetX +40% on jury-trial verdict
135,0,,"CRM, BOXWednesday, December 16th 2015",LinkedIn aims to enhance education prospects through Learning platform
136,0,,"Wednesday, May 31st 2017",EU: Social media handling of hate speech is getting better
137,0,,"CRM, SAPFriday, May 1st 2015",VentureBeat: SAP acquiring Altiscale for more than $125M
138,0,,"AMZNTuesday, May 9th 2017",FlexShares STOXX US ESG Impact Index ETF (ESG) December Summary
139,0,,"MSFT, WDAY, WORK, CRM, FBTuesday, September 27th 2016","VMware buys enterprise e-mail software firm, partners with IBM"
140,0,,"Friday, October 27th 2017","Time Warner volatile, AT&T higher as Senate holds hearings"
141,0,,"DATAThursday, February 4th 2016",Reuters: Nokia thinking about approaching Alcatel regarding tie-up
142,0,,"ATVI, EA, NTDOYTuesday, June 14th 2016",Amazon launching cloud corporate e-mail platform
143,0,,"Monday, September 25th 2017","ZTE pleads guilty in sanctions probe, may pay nearly $1.2B"
144,0,,"NTDOYThursday, October 13th 2016",Nokia names Suri as CEO; to return €3.1B to investors; swings to profit
145,0,,"ESG, AAPL, MSFT, XOM, JNJ, GE, PG, WFC...Monday, October 3rd 2016",Office iPad apps arriving ... eventually
146,0,,"NOKThursday, June 19th 2014","IBM, Cisco make OpenStack cloud acquisitions"
147,0,,"IBMFriday, March 18th 2016",NBC Sports launches dedicated video-streaming division
148,0,,"NOK, MSFTThursday, December 12th 2013",Barracuda down 23.8% after billings guidance cut; acquisition announced
149,0,,"VIG, SDY, DVY, TDIV, DGRW, SCHD, QDEFTuesday, July 12th 2016","Kantar: Android takes share in U.S., iPhone gains in Japan, WP ""stutters"""
